ID,objid,fname,mimetype,size,Form_ID
09de99993606164d9419a575a6c83e7d,EAEA0-7131-A082-CA0C-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_051_year_anyo.ogg,audio/ogg,28502,Ocotepec-5_year-1
96a91558db3ab4232133a646ade4021a,EAEA0-7131-A082-CA0C-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_051_year_anyo.wav,audio/wav,235000,Ocotepec-5_year-1
1a79b7ff565c19dfa7eff094dfbdb038,EAEA0-5760-EF32-7812-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_081_right_derecha.mp3,audio/mpeg,15674,Ocotepec-6_right-1
c15bc1947e54ae69c6082d3f9bc5b214,EAEA0-5760-EF32-7812-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_081_right_derecha.ogg,audio/ogg,32466,Ocotepec-6_right-1
8cf2dc8ed346a4b0b759ef658585c874,EAEA0-5760-EF32-7812-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_081_right_derecha.wav,audio/wav,258044,Ocotepec-6_right-1
4e9c354ba69141fa931efa42f33c5fb2,EAEA0-277D-5C9B-160F-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_082_left_izquierda.mp3,audio/mpeg,12987,Ocotepec-7_left-1
46f03683fa79a6345c51bfde1eb5b6ea,EAEA0-277D-5C9B-160F-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_082_left_izquierda.ogg,audio/ogg,31061,Ocotepec-7_left-1
e3485f9773e732d05f4d5e6c2b9cad35,EAEA0-277D-5C9B-160F-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_082_left_izquierda.wav,audio/wav,209662,Ocotepec-7_left-1
bb22c023e395ef6883e6f31cc831602b,EAEA0-51FD-5D00-BFCE-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_101_I_yo.mp3,audio/mpeg,11057,Ocotepec-8_i-1
b6e20d4317c01dc09feb865119b7ad7f,EAEA0-51FD-5D00-BFCE-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_101_I_yo.ogg,audio/ogg,25401,Ocotepec-8_i-1
596e7c72050e4fbac6877a73e1174bfe,EAEA0-51FD-5D00-BFCE-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_101_I_yo.wav,audio/wav,175092,Ocotepec-8_i-1
4554e5d1cb631a6da05cd2de0ddc2d0f,EAEA0-F5F7-84E4-EE1E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_102_we_incl_nosotros_incl.mp3,audio/mpeg,15682,Ocotepec-10_weallincl-1
c6082175a5aa8c4e526cdf46b84b19dd,EAEA0-F5F7-84E4-EE1E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_102_we_incl_nosotros_incl.ogg,audio/ogg,33090,Ocotepec-10_weallincl-1
31db128b9fb29578ca5bfcfb2d0599fa,EAEA0-F5F7-84E4-EE1E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_102_we_incl_nosotros_incl.wav,audio/wav,260356,Ocotepec-10_weallincl-1
146b1662e33e3bdb7d4940644e940e76,EAEA0-CE37-853B-7FF6-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_104_you_sg_tu.mp3,audio/mpeg,12598,Ocotepec-11_yousg-1
39001ba2f609fde63a21659bc5c29fc3,EAEA0-CE37-853B-7FF6-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_104_you_sg_tu.ogg,audio/ogg,29407,Ocotepec-11_yousg-1
b06675beaeac3a25768bfbe5912f016a,EAEA0-CE37-853B-7FF6-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_104_you_sg_tu.wav,audio/wav,202744,Ocotepec-11_yousg-1
6081e8915685677f9fdc331b4e8804a5,EAEA0-F522-8EB3-C83C-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_106_he_el.mp3,audio/mpeg,9138,Ocotepec-12_heshe-1
9f14699180c8bc0844dd9c089b3b83de,EAEA0-F522-8EB3-C83C-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_106_he_el.ogg,audio/ogg,21649,Ocotepec-12_heshe-1
ea0152c1ae78f963eeed8b4ebed9197c,EAEA0-F522-8EB3-C83C-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_106_he_el.wav,audio/wav,142836,Ocotepec-12_heshe-1
efe81d84e1569578812097e9ad3f6b29,EAEA0-566F-5A80-996B-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_107_they_ellos.mp3,audio/mpeg,14903,Ocotepec-13_theyall-1
9c7a31f1e172384c8428ec340c1abfd9,EAEA0-566F-5A80-996B-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_107_they_ellos.ogg,audio/ogg,33037,Ocotepec-13_theyall-1
660e0b73decdd5e4575be9ea547eed3b,EAEA0-566F-5A80-996B-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_107_they_ellos.wav,audio/wav,246522,Ocotepec-13_theyall-1
84d7218bda8ec6401a2d63509b84b6bf,EAEA0-CC4E-5B95-1310-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_121_what_que.mp3,audio/mpeg,9525,Ocotepec-15_what-1
c75ed5982787dd66e9907308302bce32,EAEA0-CC4E-5B95-1310-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_121_what_que.ogg,audio/ogg,23138,Ocotepec-15_what-1
dced8dfd8aae8ef2f77b2b53b271ed64,EAEA0-CC4E-5B95-1310-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_121_what_que.wav,audio/wav,152056,Ocotepec-15_what-1
c659cf5bae969a62d4261e5ce81bb1ed,EAEA0-EBEA-BC8E-DBED-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_122_who_quien.mp3,audio/mpeg,9910,Ocotepec-16_who-1
f5b80b2e5932ceb58fdd34d2ab88948e,EAEA0-EBEA-BC8E-DBED-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_122_who_quien.ogg,audio/ogg,20870,Ocotepec-16_who-1
59a76b37cd23d69783ad2bf8c85d08ee,EAEA0-EBEA-BC8E-DBED-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_122_who_quien.wav,audio/wav,157256,Ocotepec-16_who-1
5fa090236fdc66e2b3af0f95208a535a,EAEA0-32A5-3689-BD09-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_123_where_donde.mp3,audio/mpeg,11064,Ocotepec-17_where-1
0829337aa2c29856dd8138ee88c64852,EAEA0-32A5-3689-BD09-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_123_where_donde.ogg,audio/ogg,23526,Ocotepec-17_where-1
ec63752ebaa0e50223930b98565ec0cb,EAEA0-32A5-3689-BD09-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_123_where_donde.wav,audio/wav,175098,Ocotepec-17_where-1
bfdcdca1456d559e91192d1c06a1fc9e,EAEA0-3C92-3EF4-60C5-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_124_when_cuando.mp3,audio/mpeg,13368,Ocotepec-18_when-1
c75e42cfd46a631a5f78ef96f6db23c0,EAEA0-3C92-3EF4-60C5-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_124_when_cuando.ogg,audio/ogg,28073,Ocotepec-18_when-1
99e120d6199313e60a81f4785d7edfa1,EAEA0-3C92-3EF4-60C5-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_124_when_cuando.wav,audio/wav,220638,Ocotepec-18_when-1
f580e362b901321da298ed62f2e8d31f,EAEA0-8C9F-FE90-295A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_125_how_como.mp3,audio/mpeg,10677,Ocotepec-19_how-1
23efcee45a8cea9788111b56be84a77f,EAEA0-8C9F-FE90-295A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_125_how_como.ogg,audio/ogg,25799,Ocotepec-19_how-1
03bd9ed55775103fe2439cee193b5a4d,EAEA0-8C9F-FE90-295A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_125_how_como.wav,audio/wav,172792,Ocotepec-19_how-1
378d74be33fab85d8c535690e3e1acdb,EAEA0-B30B-2862-09E1-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_131_this_este.mp3,audio/mpeg,12214,Ocotepec-20_this-1
69d64b5dcb4a73fff27baa62380eeb31,EAEA0-B30B-2862-09E1-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_131_this_este.ogg,audio/ogg,25467,Ocotepec-20_this-1
07b30f842240c52b0b4e9bf1a2724623,EAEA0-B30B-2862-09E1-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_131_this_este.wav,audio/wav,198136,Ocotepec-20_this-1
0c2cae58a24dc10be4e94fb01be66176,EAEA0-F21F-5AFD-0998-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_132_that_ese.mp3,audio/mpeg,9141,Ocotepec-21_that-1
d181c7a29dcddeda3e7da495d6c5fedb,EAEA0-F21F-5AFD-0998-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_132_that_ese.ogg,audio/ogg,20141,Ocotepec-21_that-1
4790201a06785b1bbc013ea26aeb2b14,EAEA0-F21F-5AFD-0998-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_132_that_ese.wav,audio/wav,142840,Ocotepec-21_that-1
9631c4e729039ef729573956fd00695b,EAEA0-F55C-5770-8099-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_134_and_y.mp3,audio/mpeg,11826,Ocotepec-22_and-1
1861809c9a49d288c18c6fb3f16d79bd,EAEA0-F55C-5770-8099-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_134_and_y.ogg,audio/ogg,27604,Ocotepec-22_and-1
c2bc60cf11487a638da5dcbb097e7f6d,EAEA0-F55C-5770-8099-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_134_and_y.wav,audio/wav,188916,Ocotepec-22_and-1
bb1f55d2a74b7bee882ee387444c56df,EAEA0-A490-8BC8-84B9-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_138_above_encima.mp3,audio/mpeg,12217,Ocotepec-23_above-1
721a7235045bf0db2fcbe33d92fefdd1,EAEA0-A490-8BC8-84B9-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_138_above_encima.ogg,audio/ogg,26464,Ocotepec-23_above-1
fb57a73cd8ec03e9f993084b6047504f,EAEA0-A490-8BC8-84B9-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_138_above_encima.wav,audio/wav,200444,Ocotepec-23_above-1
ece609261eeb4dd96fff3477d14a63e3,EAEA0-8FE7-3FFB-8A65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_139_below_abajo.mp3,audio/mpeg,12216,Ocotepec-24_below-1
826ec9a593c0ebbe4b5db62dc8a3a3ef,EAEA0-8FE7-3FFB-8A65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_139_below_abajo.ogg,audio/ogg,25766,Ocotepec-24_below-1
5a82bf51a5d321d5fc5c2ded2ed92d2b,EAEA0-8FE7-3FFB-8A65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_139_below_abajo.wav,audio/wav,198138,Ocotepec-24_below-1
bc4e6ffeb4654196d53eca403661e084,EAEA0-1A3D-BB31-6B65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_141_in_dentro.mp3,audio/mpeg,9910,Ocotepec-25_ininside-1
df93c90112151371c977b84f8d57bbcb,EAEA0-1A3D-BB31-6B65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_141_in_dentro.ogg,audio/ogg,22382,Ocotepec-25_ininside-1
1bf433e8be8ccebc0d4ac020a2eb8edb,EAEA0-1A3D-BB31-6B65-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_141_in_dentro.wav,audio/wav,158968,Ocotepec-25_ininside-1
406a562ac745afe313eeabef52eb7f18,EAEA0-582B-908A-9F52-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_148_at_en.mp3,audio/mpeg,10290,Ocotepec-26_at-1
383d4361e7fb4054d7997e1bfeaa7db6,EAEA0-582B-908A-9F52-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_148_at_en.ogg,audio/ogg,24335,Ocotepec-26_at-1
06a300516c75e55ee749fee09086a67e,EAEA0-582B-908A-9F52-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_148_at_en.wav,audio/wav,163572,Ocotepec-26_at-1
bbf2346b8da0d2baab1241d687e63fc6,EAEA0-3332-8A44-D029-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_201_head_cabeza.mp3,audio/mpeg,15672,Ocotepec-27_head-1
b8de01b86be464942d4e2812043dae53,EAEA0-3332-8A44-D029-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_201_head_cabeza.ogg,audio/ogg,34209,Ocotepec-27_head-1
764bb94ad9a30d3528d44d45ac820f0f,EAEA0-3332-8A44-D029-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_201_head_cabeza.wav,audio/wav,258042,Ocotepec-27_head-1
22e6deb73fddc1044b38483be64fe96a,EAEA0-EEAE-2C34-1981-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_205_hair_pelo.mp3,audio/mpeg,17206,Ocotepec-28_hair-1
69258a8520448133bf30db36e06b5c22,EAEA0-EEAE-2C34-1981-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_205_hair_pelo.ogg,audio/ogg,33829,Ocotepec-28_hair-1
c4f203eb2708a717a1ea9fab1dbb839a,EAEA0-EEAE-2C34-1981-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_205_hair_pelo.wav,audio/wav,288632,Ocotepec-28_hair-1
19cb5d539299c878e47b1770d9fd6c92,EAEA0-7DAB-B01E-18CB-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_211_eye_ojo.mp3,audio/mpeg,13364,Ocotepec-29_eye-1
4429c0557538848892cdc93b2cc5fc46,EAEA0-7DAB-B01E-18CB-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_211_eye_ojo.ogg,audio/ogg,32033,Ocotepec-29_eye-1
21c6ec1ba46c9137f5204984e9d9b720,EAEA0-7DAB-B01E-18CB-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_211_eye_ojo.wav,audio/wav,216566,Ocotepec-29_eye-1
13f378f078ab783801a82312e6aa02cf,EAEA0-E133-05FC-5C3D-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_212_nose_nariz.mp3,audio/mpeg,11831,Ocotepec-30_nose-1
bdfc856b2e82eecb7d39cda1a45e0677,EAEA0-E133-05FC-5C3D-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_212_nose_nariz.ogg,audio/ogg,23255,Ocotepec-30_nose-1
266035843abf8c45e004975c66387698,EAEA0-E133-05FC-5C3D-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_212_nose_nariz.wav,audio/wav,187734,Ocotepec-30_nose-1
b354a7a6e7650267150832c28423af50,EAEA0-D3A8-86E1-9B38-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_213_ear_oreja.mp3,audio/mpeg,14518,Ocotepec-31_ear-1
2507011e627f5d1a3633156b7f8d2fa4,EAEA0-D3A8-86E1-9B38-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_213_ear_oreja.ogg,audio/ogg,35657,Ocotepec-31_ear-1
d658c85dcb0737116d957fbdce254637,EAEA0-D3A8-86E1-9B38-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_213_ear_oreja.wav,audio/wav,241912,Ocotepec-31_ear-1
f75c0f5a7ef5fbc137de7debe82838d8,EAEA0-3EC6-874F-ADC7-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_221_mouth_boca.mp3,audio/mpeg,12215,Ocotepec-32_mouth-1
39e73043ac8ea69d4fcb6fc514f5f91a,EAEA0-3EC6-874F-ADC7-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_221_mouth_boca.ogg,audio/ogg,25028,Ocotepec-32_mouth-1
a697b6a33b6baee8980413eac5039bca,EAEA0-3EC6-874F-ADC7-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_221_mouth_boca.wav,audio/wav,198138,Ocotepec-32_mouth-1
098c8bbc1aad705b454cde91cd0fa28d,EAEA0-C147-5A49-8232-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_223_tongue_lengua.mp3,audio/mpeg,14522,Ocotepec-33_tongue-1
db341c4605cd32290192b4f32817003a,EAEA0-C147-5A49-8232-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_223_tongue_lengua.ogg,audio/ogg,28272,Ocotepec-33_tongue-1
36a1896818dd20e248f582fab06d5f35,EAEA0-C147-5A49-8232-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_223_tongue_lengua.wav,audio/wav,239612,Ocotepec-33_tongue-1
36e82cfc3013b41836081404fd9c746c,EAEA0-7019-CA21-D9F0-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_224_tooth_diente.mp3,audio/mpeg,14521,Ocotepec-34_tooth-1
e1c0a58c3cf3a456da6be83a7f2a838d,EAEA0-7019-CA21-D9F0-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_224_tooth_diente.ogg,audio/ogg,29630,Ocotepec-34_tooth-1
c8128146548249736f75d0d1e9202fb1,EAEA0-7019-CA21-D9F0-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_224_tooth_diente.wav,audio/wav,241916,Ocotepec-34_tooth-1
77ed1a4df5b539b0976220f613e2e272,EAEA0-9987-6CDE-664A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_231_hand_mano.mp3,audio/mpeg,9142,Ocotepec-35_hand-1
7a798458df7fba800cb8698eae218e1a,EAEA0-9987-6CDE-664A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_231_hand_mano.ogg,audio/ogg,20360,Ocotepec-35_hand-1
a1547f62904494b314627648761a1df4,EAEA0-9987-6CDE-664A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_231_hand_mano.wav,audio/wav,145144,Ocotepec-35_hand-1
3a5206b613e886b5c259cf55ed5484e6,EAEA0-B1DD-A0DF-AC24-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_233_shoulder_hombro.mp3,audio/mpeg,12220,Ocotepec-36_shoulder-1
f48af50d658fe571f3d8453a4f5c639e,EAEA0-B1DD-A0DF-AC24-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_233_shoulder_hombro.ogg,audio/ogg,27926,Ocotepec-36_shoulder-1
0018113fc191fee9df697ab56a6f310e,EAEA0-B1DD-A0DF-AC24-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_233_shoulder_hombro.wav,audio/wav,200446,Ocotepec-36_shoulder-1
e21858bbf6039690f88888cadb6b90a0,EAEA0-EADA-7C11-E418-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_241_neck_cuello.mp3,audio/mpeg,12600,Ocotepec-37_neck-1
d74f125a9ad8ce2f0ccb57b8a904c2a8,EAEA0-EADA-7C11-E418-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_241_neck_cuello.ogg,audio/ogg,26458,Ocotepec-37_neck-1
3bd41c1c8307302355e6bd45f49f98d2,EAEA0-EADA-7C11-E418-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_241_neck_cuello.wav,audio/wav,207334,Ocotepec-37_neck-1
7b874f5d2a81bde35c66d4b57f1659cd,EAEA0-42B8-3D74-1A01-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_242_back_espalda.mp3,audio/mpeg,16441,Ocotepec-38_back-1
cfd8a113e17154686b4cdec5510c32dd,EAEA0-42B8-3D74-1A01-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_242_back_espalda.ogg,audio/ogg,33522,Ocotepec-38_back-1
5371402d95987615fb77c2cefad4cc98,EAEA0-42B8-3D74-1A01-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_242_back_espalda.wav,audio/wav,271868,Ocotepec-38_back-1
105805a2b3bdaa76e905e3de34f997b3,EAEA0-577A-73DB-5E0A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_252_leg_pierna.mp3,audio/mpeg,11447,Ocotepec-39_leg-1
1af2b23c8faa25af19ebc203aa9a9e41,EAEA0-577A-73DB-5E0A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_252_leg_pierna.ogg,audio/ogg,22376,Ocotepec-39_leg-1
2f235fcfb3a0dfc7a2393a046ee0a4d2,EAEA0-577A-73DB-5E0A-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_252_leg_pierna.wav,audio/wav,182010,Ocotepec-39_leg-1
ca6d5e63938f4d7bcaed4a5eb5d4f9b7,EAEA0-4780-D948-FC23-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_261_blood_sangre.mp3,audio/mpeg,16441,Ocotepec-40_blood-1
438c6b5aaad386aa2ddca4ee1d4b738b,EAEA0-4780-D948-FC23-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_261_blood_sangre.ogg,audio/ogg,37134,Ocotepec-40_blood-1
6986cbeed0ebce1f0c06417cbf46455b,EAEA0-4780-D948-FC23-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_261_blood_sangre.wav,audio/wav,271868,Ocotepec-40_blood-1
a634c20e59837c16711af897841b177f,EAEA0-E14A-7138-E31E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_262_bone_hueso.mp3,audio/mpeg,12983,Ocotepec-41_bone-1
542f85c5ecca7c9e5ccead54d242fbf3,EAEA0-E14A-7138-E31E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_262_bone_hueso.ogg,audio/ogg,28131,Ocotepec-41_bone-1
4f63de070a72ad5279f6803966edc40b,EAEA0-E14A-7138-E31E-0,MiZo_Mixe_Oaxaca_NorthHighland_Totontepec_Ocotepec_Dl_262_bone_hueso.wav,audio/wav,210328,Ocotepec-41_bone-1
