ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Variant_Of
Tamazulapam-60_person-1,61051527609-401-0,Tamazulapam,60_person,►,►,,,,,false,,,
Tamazulapam-61_man-1,61051527609-402-0,Tamazulapam,61_man,►,►,,,,,false,,,
Tamazulapam-62_woman-1,61051527609-403-0,Tamazulapam,62_woman,►,►,,,,,false,,,
Tamazulapam-63_child-1,61051527609-405-0,Tamazulapam,63_child,►,►,,,,,false,,,
Tamazulapam-64_name-1,61051527609-410-0,Tamazulapam,64_name,►,►,,,,,false,,,
Tamazulapam-65_mother-1,61051527609-431-0,Tamazulapam,65_mother,►,►,,,,,false,,,
Tamazulapam-66_father-1,61051527609-432-0,Tamazulapam,66_father,►,►,,,,,false,,,
Tamazulapam-67_husband-1,61051527609-435-0,Tamazulapam,67_husband,►,►,,,,,false,,,
Tamazulapam-68_wife-1,61051527609-436-0,Tamazulapam,68_wife,►,►,,,,,false,,,
Tamazulapam-69_day-1,61051527609-501-0,Tamazulapam,69_day,►,►,,,,,false,,,
Tamazulapam-70_night-1,61051527609-502-0,Tamazulapam,70_night,►,►,,,,,false,,,
Tamazulapam-71_moon-1,61051527609-512-0,Tamazulapam,71_moon,►,►,,,,,false,,,
Tamazulapam-72_star-1,61051527609-513-0,Tamazulapam,72_star,►,►,,,,,false,,,
Tamazulapam-73_sky-1,61051527609-515-0,Tamazulapam,73_sky,►,►,,,,,false,,,
Tamazulapam-74_water-1,61051527609-521-0,Tamazulapam,74_water,►,►,,,,,false,,,
Tamazulapam-76_sea-1,61051527609-524-0,Tamazulapam,76_sea,►,►,,,,,false,,,
Tamazulapam-77_fire-1,61051527609-541-0,Tamazulapam,77_fire,►,►,,,,,false,,,
Tamazulapam-79_ash-1,61051527609-543-0,Tamazulapam,79_ash,►,►,,,,,false,,,
Tamazulapam-80_stone-1,61051527609-551-0,Tamazulapam,80_stone,►,►,,,,,false,,,
Tamazulapam-81_earthsoil-1,61051527609-552-0,Tamazulapam,81_earthsoil,►,►,,,,,false,,,
Tamazulapam-82_dust-1,61051527609-553-0,Tamazulapam,82_dust,►,►,,,,,false,,,
Tamazulapam-83_sand-1,61051527609-554-0,Tamazulapam,83_sand,►,►,,,,,false,,,
Tamazulapam-84_rain-1,61051527609-581-0,Tamazulapam,84_rain,►,►,,,,,false,,,
Tamazulapam-86_wind-1,61051527609-585-0,Tamazulapam,86_wind,►,►,,,,,false,,,
Tamazulapam-88_thunder-1,61051527609-592-0,Tamazulapam,88_thunder,►,►,,,,,false,,,
Tamazulapam-89_lightning-1,61051527609-593-0,Tamazulapam,89_lightning,►,►,,,,,false,,,
Tamazulapam-90_meatflesh-1,61051527609-603-0,Tamazulapam,90_meatflesh,►,►,,,,,false,,,
Tamazulapam-91_salt-1,61051527609-604-0,Tamazulapam,91_salt,►,►,,,,,false,,,
Tamazulapam-92_fatgrease-1,61051527609-606-0,Tamazulapam,92_fatgrease,►,►,,,,,false,,,
Tamazulapam-93_fruit-1,61051527609-609-0,Tamazulapam,93_fruit,►,►,,,,,false,,,
Tamazulapam-97_leaf-1,61051527609-626-0,Tamazulapam,97_leaf,►,►,,,,,false,,,
Tamazulapam-98_wood-1,61051527609-628-0,Tamazulapam,98_wood,►,►,,,,,false,,,
Tamazulapam-99_grass-1,61051527609-631-0,Tamazulapam,99_grass,►,►,,,,,false,,,
Tamazulapam-100_flower-1,61051527609-632-0,Tamazulapam,100_flower,►,►,,,,,false,,,
Tamazulapam-101_thatchroof-1,61051527609-633-0,Tamazulapam,101_thatchroof,►,►,,,,,false,,,
Tamazulapam-102_house-1,61051527609-651-0,Tamazulapam,102_house,►,►,,,,,false,,,
Tamazulapam-103_rope-1,61051527609-662-0,Tamazulapam,103_rope,►,►,,,,,false,,,
Tamazulapam-104_needle-1,61051527609-663-0,Tamazulapam,104_needle,►,►,,,,,false,,,
Tamazulapam-105_roadpath-1,61051527609-681-0,Tamazulapam,105_roadpath,►,►,,,,,false,,,
Tamazulapam-106_black-1,61051527609-701-0,Tamazulapam,106_black,►,►,,,,,false,,,
Tamazulapam-107_white-1,61051527609-702-0,Tamazulapam,107_white,►,►,,,,,false,,,
Tamazulapam-108_red-1,61051527609-703-0,Tamazulapam,108_red,►,►,,,,,false,,,
Tamazulapam-109_green-1,61051527609-704-0,Tamazulapam,109_green,►,►,,,,,false,,,
Tamazulapam-110_yellow-1,61051527609-705-0,Tamazulapam,110_yellow,►,►,,,,,false,,,
Tamazulapam-111_big-1,61051527609-711-0,Tamazulapam,111_big,►,►,,,,,false,,,
Tamazulapam-112_small-1,61051527609-717-0,Tamazulapam,112_small,►,►,,,,,false,,,
Tamazulapam-113_long-1,61051527609-721-0,Tamazulapam,113_long,►,►,,,,,false,,,
Tamazulapam-114_short-1,61051527609-722-0,Tamazulapam,114_short,►,►,,,,,false,,,
Tamazulapam-115_thick-1,61051527609-735-0,Tamazulapam,115_thick,►,►,,,,,false,,,
Tamazulapam-116_thin-1,61051527609-736-0,Tamazulapam,116_thin,►,►,,,,,false,,,
Tamazulapam-117_narrow-1,61051527609-737-0,Tamazulapam,117_narrow,►,►,,,,,false,,,
Tamazulapam-118_wide-1,61051527609-738-0,Tamazulapam,118_wide,►,►,,,,,false,,,
Tamazulapam-119_sharp-1,61051527609-741-0,Tamazulapam,119_sharp,►,►,,,,,false,,,
Tamazulapam-121_shyashamed-1,61051527609-749-0,Tamazulapam,121_shyashamed,►,►,,,,,false,,,
Tamazulapam-122_old-1,61051527609-752-0,Tamazulapam,122_old,►,►,,,,,false,,,
Tamazulapam-123_painfulsick-1,61051527609-763-0,Tamazulapam,123_painfulsick,►,►,,,,,false,,,
Tamazulapam-124_good-1,61051527609-771-0,Tamazulapam,124_good,►,►,,,,,false,,,
Tamazulapam-125_bad-1,61051527609-772-0,Tamazulapam,125_bad,►,►,,,,,false,,,
Tamazulapam-126_correcttrue-1,61051527609-773-0,Tamazulapam,126_correcttrue,►,►,,,,,false,,,
Tamazulapam-128_rotten-1,61051527609-780-0,Tamazulapam,128_rotten,►,►,,,,,false,,,
Tamazulapam-129_all-1,61051527609-782-0,Tamazulapam,129_all,►,►,,,,,false,,,
Tamazulapam-130_heavy-1,61051527609-786-0,Tamazulapam,130_heavy,►,►,,,,,false,,,
Tamazulapam-131_far-1,61051527609-788-0,Tamazulapam,131_far,►,►,,,,,false,,,
Tamazulapam-132_near-1,61051527609-789-0,Tamazulapam,132_near,►,►,,,,,false,,,
Tamazulapam-133_warm-1,61051527609-791-0,Tamazulapam,133_warm,►,►,,,,,false,,,
Tamazulapam-134_cold-1,61051527609-792-0,Tamazulapam,134_cold,►,►,,,,,false,,,
Tamazulapam-135_dry-1,61051527609-793-0,Tamazulapam,135_dry,►,►,,,,,false,,,
Tamazulapam-137_new-1,61051527609-798-0,Tamazulapam,137_new,►,►,,,,,false,,,
Tamazulapam-138_other-1,61051527609-799-0,Tamazulapam,138_other,►,►,,,,,false,,,
Tamazulapam-139_come-1,61051527609-802-0,Tamazulapam,139_come,►,►,,,,,false,,,
Tamazulapam-140_walk-1,61051527609-803-0,Tamazulapam,140_walk,►,►,,,,,false,,,
Tamazulapam-141_grow-1,61051527609-809-0,Tamazulapam,141_grow,►,►,,,,,false,,,
Tamazulapam-142_stand-1,61051527609-811-0,Tamazulapam,142_stand,►,►,,,,,false,,,
Tamazulapam-143_sit-1,61051527609-812-0,Tamazulapam,143_sit,►,►,,,,,false,,,
Tamazulapam-144_fall-1,61051527609-813-0,Tamazulapam,144_fall,►,►,,,,,false,,,
Tamazulapam-145_liedown-1,61051527609-814-0,Tamazulapam,145_liedown,►,►,,,,,false,,,
Tamazulapam-147_climb-1,61051527609-818-0,Tamazulapam,147_climb,►,►,,,,,false,,,
Tamazulapam-149_flyverb-1,61051527609-822-0,Tamazulapam,149_flyverb,►,►,,,,,false,,,
Tamazulapam-150_throw-1,61051527609-826-0,Tamazulapam,150_throw,►,►,,,,,false,,,
Tamazulapam-151_hide-1,61051527609-827-0,Tamazulapam,151_hide,►,►,,,,,false,,,
Tamazulapam-153_eat-1,61051527609-831-0,Tamazulapam,153_eat,►,►,,,,,false,,,
Tamazulapam-154_drink-1,61051527609-832-0,Tamazulapam,154_drink,►,►,,,,,false,,,
Tamazulapam-156_suck-1,61051527609-834-0,Tamazulapam,156_suck,►,►,,,,,false,,,
Tamazulapam-158_spit-1,61051527609-837-0,Tamazulapam,158_spit,►,►,,,,,false,,,
Tamazulapam-159_dream-1,61051527609-840-0,Tamazulapam,159_dream,►,►,,,,,false,,,
Tamazulapam-160_sleep-1,61051527609-841-0,Tamazulapam,160_sleep,►,►,,,,,false,,,
Tamazulapam-161_live-1,61051527609-842-0,Tamazulapam,161_live,►,►,,,,,false,,,
Tamazulapam-162_die-1,61051527609-843-0,Tamazulapam,162_die,►,►,,,,,false,,,
Tamazulapam-163_kill-1,61051527609-844-0,Tamazulapam,163_kill,►,►,,,,,false,,,
Tamazulapam-164_see-1,61051527609-851-0,Tamazulapam,164_see,►,►,,,,,false,,,
Tamazulapam-165_hear-1,61051527609-852-0,Tamazulapam,165_hear,►,►,,,,,false,,,
Tamazulapam-166_sniffsmell-1,61051527609-854-0,Tamazulapam,166_sniffsmell,►,►,,,,,false,,,
Tamazulapam-167_know-1,61051527609-855-0,Tamazulapam,167_know,►,►,,,,,false,,,
Tamazulapam-168_think-1,61051527609-856-0,Tamazulapam,168_think,►,►,,,,,false,,,
Tamazulapam-169_laugh-1,61051527609-858-0,Tamazulapam,169_laugh,►,►,,,,,false,,,
Tamazulapam-170_cry-1,61051527609-859-0,Tamazulapam,170_cry,►,►,,,,,false,,,
Tamazulapam-171_blow-1,61051527609-867-0,Tamazulapam,171_blow,►,►,,,,,false,,,
Tamazulapam-172_burn-1,61051527609-868-0,Tamazulapam,172_burn,►,►,,,,,false,,,
Tamazulapam-173_flow-1,61051527609-869-0,Tamazulapam,173_flow,►,►,,,,,false,,,
Tamazulapam-174_sew-1,61051527609-874-0,Tamazulapam,174_sew,►,►,,,,,false,,,
Tamazulapam-176_hit-1,61051527609-881-0,Tamazulapam,176_hit,►,►,,,,,false,,,
Tamazulapam-177_cut-1,61051527609-887-0,Tamazulapam,177_cut,►,►,,,,,false,,,
Tamazulapam-179_dig-1,61051527609-889-0,Tamazulapam,179_dig,►,►,,,,,false,,,
Tamazulapam-181_hold-1,61051527609-893-0,Tamazulapam,181_hold,►,►,,,,,false,,,
Tamazulapam-182_fear-1,61051527609-895-0,Tamazulapam,182_fear,►,►,,,,,false,,,
Tamazulapam-183_count-1,61051527609-896-0,Tamazulapam,183_count,►,►,,,,,false,,,
Tamazulapam-184_breathe-1,61051527609-897-0,Tamazulapam,184_breathe,►,►,,,,,false,,,
Tamazulapam-185_vomit-1,61051527609-900-0,Tamazulapam,185_vomit,►,►,,,,,false,,,
Tamazulapam-186_tieup-1,61051527609-901-0,Tamazulapam,186_tieup,►,►,,,,,false,,,
Tamazulapam-187_squeeze-1,61051527609-902-0,Tamazulapam,187_squeeze,►,►,,,,,false,,,
Tamazulapam-188_swell-1,61051527609-903-0,Tamazulapam,188_swell,►,►,,,,,false,,,
Tamazulapam-189_say-1,61051527609-904-0,Tamazulapam,189_say,►,►,,,,,false,,,
Tamazulapam-192_buy-1,61051527609-912-0,Tamazulapam,192_buy,►,►,,,,,false,,,
Tamazulapam-194_choose-1,61051527609-915-0,Tamazulapam,194_choose,►,►,,,,,false,,,
Tamazulapam-196_cook-1,61051527609-922-0,Tamazulapam,196_cook,►,►,,,,,false,,,
Tamazulapam-197_shoot-1,61051527609-940-0,Tamazulapam,197_shoot,►,►,,,,,false,,,
Tamazulapam-198_work-1,61051527609-950-0,Tamazulapam,198_work,►,►,,,,,false,,,
Tamazulapam-199_open-1,61051527609-962-0,Tamazulapam,199_open,►,►,,,,,false,,,
Ayutla-1_one-1,61051528509-1-0,Ayutla,1_one,►,►,,,,,false,,,
Ayutla-2_two-1,61051528509-2-0,Ayutla,2_two,►,►,,,,,false,,,
Ayutla-3_three-1,61051528509-3-0,Ayutla,3_three,►,►,,,,,false,,,
Ayutla-4_four-1,61051528509-4-0,Ayutla,4_four,►,►,,,,,false,,,
Ayutla-5_year-1,61051528509-51-0,Ayutla,5_year,►,►,,,,,false,,,
Ayutla-8_i-1,61051528509-101-0,Ayutla,8_i,►,►,,,,,false,,,
Ayutla-10_weallincl-1,61051528509-102-3,Ayutla,10_weallincl,►,►,,,,,false,,,
Ayutla-11_yousg-1,61051528509-104-0,Ayutla,11_yousg,►,►,,,,,false,,,
Ayutla-12_heshe-1,61051528509-106-0,Ayutla,12_heshe,►,►,,,,,false,,,
Ayutla-13_theyall-1,61051528509-107-0,Ayutla,13_theyall,►,►,,,,,false,,,
Ayutla-14_nonot-1,61051528509-112-0,Ayutla,14_nonot,►,►,,,,,false,,,
Ayutla-15_what-1,61051528509-121-0,Ayutla,15_what,►,►,,,,,false,,,
Ayutla-16_who-1,61051528509-122-0,Ayutla,16_who,►,►,,,,,false,,,
Ayutla-17_where-1,61051528509-123-0,Ayutla,17_where,►,►,,,,,false,,,
Ayutla-18_when-1,61051528509-124-0,Ayutla,18_when,►,►,,,,,false,,,
Ayutla-19_how-1,61051528509-125-0,Ayutla,19_how,►,►,,,,,false,,,
Ayutla-20_this-1,61051528509-131-0,Ayutla,20_this,►,►,,,,,false,,,
Ayutla-21_that-1,61051528509-132-0,Ayutla,21_that,►,►,,,,,false,,,
Ayutla-24_below-1,61051528509-139-0,Ayutla,24_below,►,►,,,,,false,,,
Ayutla-27_head-1,61051528509-201-0,Ayutla,27_head,►,►,,,,,false,,,
Ayutla-28_hair-1,61051528509-205-0,Ayutla,28_hair,►,►,,,,,false,,,
Ayutla-29_eye-1,61051528509-211-0,Ayutla,29_eye,►,►,,,,,false,,,
Ayutla-30_nose-1,61051528509-212-0,Ayutla,30_nose,►,►,,,,,false,,,
Ayutla-31_ear-1,61051528509-213-0,Ayutla,31_ear,►,►,,,,,false,,,
Ayutla-32_mouth-1,61051528509-221-0,Ayutla,32_mouth,►,►,,,,,false,,,
Ayutla-33_tongue-1,61051528509-223-0,Ayutla,33_tongue,►,►,,,,,false,,,
Ayutla-34_tooth-1,61051528509-224-0,Ayutla,34_tooth,►,►,,,,,false,,,
Ayutla-35_hand-1,61051528509-231-0,Ayutla,35_hand,►,►,,,,,false,,,
Ayutla-37_neck-1,61051528509-241-0,Ayutla,37_neck,►,►,,,,,false,,,
Ayutla-40_blood-1,61051528509-261-0,Ayutla,40_blood,►,►,,,,,false,,,
Ayutla-41_bone-1,61051528509-262-0,Ayutla,41_bone,►,►,,,,,false,,,
Ayutla-43_belly-1,61051528509-271-0,Ayutla,43_belly,►,►,,,,,false,,,
Ayutla-45_breast-1,61051528509-274-0,Ayutla,45_breast,►,►,,,,,false,,,
Ayutla-47_dog-1,61051528509-312-0,Ayutla,47_dog,►,►,,,,,false,,,
Ayutla-48_bird-1,61051528509-321-0,Ayutla,48_bird,►,►,,,,,false,,,
Ayutla-49_fish-1,61051528509-324-0,Ayutla,49_fish,►,►,,,,,false,,,
Ayutla-50_snake-1,61051528509-341-0,Ayutla,50_snake,►,►,,,,,false,,,
Ayutla-53_rat-1,61051528509-345-0,Ayutla,53_rat,►,►,,,,,false,,,
Ayutla-56_egg-1,61051528509-381-0,Ayutla,56_egg,►,►,,,,,false,,,
Ayutla-57_tail-1,61051528509-383-0,Ayutla,57_tail,►,►,,,,,false,,,
Ayutla-60_person-1,61051528509-401-0,Ayutla,60_person,►,►,,,,,false,,,
Ayutla-61_man-1,61051528509-402-0,Ayutla,61_man,►,►,,,,,false,,,
Ayutla-62_woman-1,61051528509-403-0,Ayutla,62_woman,►,►,,,,,false,,,
Ayutla-63_child-1,61051528509-405-0,Ayutla,63_child,►,►,,,,,false,,,
Ayutla-64_name-1,61051528509-410-0,Ayutla,64_name,►,►,,,,,false,,,
Ayutla-65_mother-1,61051528509-431-0,Ayutla,65_mother,►,►,,,,,false,,,
Ayutla-66_father-1,61051528509-432-0,Ayutla,66_father,►,►,,,,,false,,,
Ayutla-67_husband-1,61051528509-435-0,Ayutla,67_husband,►,►,,,,,false,,,
Ayutla-68_wife-1,61051528509-436-0,Ayutla,68_wife,►,►,,,,,false,,,
Ayutla-69_day-1,61051528509-501-0,Ayutla,69_day,►,►,,,,,false,,,
Ayutla-70_night-1,61051528509-502-0,Ayutla,70_night,►,►,,,,,false,,,
Ayutla-71_moon-1,61051528509-512-0,Ayutla,71_moon,►,►,,,,,false,,,
Ayutla-72_star-1,61051528509-513-0,Ayutla,72_star,►,►,,,,,false,,,
Ayutla-74_water-1,61051528509-521-0,Ayutla,74_water,►,►,,,,,false,,,
Ayutla-77_fire-1,61051528509-541-0,Ayutla,77_fire,►,►,,,,,false,,,
Ayutla-78_smoke-1,61051528509-542-0,Ayutla,78_smoke,►,►,,,,,false,,,
Ayutla-80_stone-1,61051528509-551-0,Ayutla,80_stone,►,►,,,,,false,,,
Ayutla-81_earthsoil-1,61051528509-552-0,Ayutla,81_earthsoil,►,►,,,,,false,,,
Ayutla-83_sand-1,61051528509-554-0,Ayutla,83_sand,►,►,,,,,false,,,
Ayutla-84_rain-1,61051528509-581-0,Ayutla,84_rain,►,►,,,,,false,,,
Ayutla-86_wind-1,61051528509-585-0,Ayutla,86_wind,►,►,,,,,false,,,
Ayutla-88_thunder-1,61051528509-592-0,Ayutla,88_thunder,►,►,,,,,false,,,
Ayutla-89_lightning-1,61051528509-593-0,Ayutla,89_lightning,►,►,,,,,false,,,
Ayutla-90_meatflesh-1,61051528509-603-0,Ayutla,90_meatflesh,►,►,,,,,false,,,
Ayutla-91_salt-1,61051528509-604-0,Ayutla,91_salt,►,►,,,,,false,,,
Ayutla-92_fatgrease-1,61051528509-606-0,Ayutla,92_fatgrease,►,►,,,,,false,,,
Ayutla-93_fruit-1,61051528509-609-0,Ayutla,93_fruit,►,►,,,,,false,,,
Ayutla-94_woodsforest-1,61051528509-622-0,Ayutla,94_woodsforest,►,►,,,,,false,,,
Ayutla-98_wood-1,61051528509-628-0,Ayutla,98_wood,►,►,,,,,false,,,
Ayutla-99_grass-1,61051528509-631-0,Ayutla,99_grass,►,►,,,,,false,,,
Ayutla-100_flower-1,61051528509-632-0,Ayutla,100_flower,►,►,,,,,false,,,
Ayutla-102_house-1,61051528509-651-0,Ayutla,102_house,►,►,,,,,false,,,
Ayutla-103_rope-1,61051528509-662-0,Ayutla,103_rope,►,►,,,,,false,,,
Ayutla-104_needle-1,61051528509-663-0,Ayutla,104_needle,►,►,,,,,false,,,
Ayutla-105_roadpath-1,61051528509-681-0,Ayutla,105_roadpath,►,►,,,,,false,,,
Ayutla-106_black-1,61051528509-701-0,Ayutla,106_black,►,►,,,,,false,,,
Ayutla-107_white-1,61051528509-702-0,Ayutla,107_white,►,►,,,,,false,,,
Ayutla-109_green-1,61051528509-704-0,Ayutla,109_green,►,►,,,,,false,,,
Ayutla-111_big-1,61051528509-711-0,Ayutla,111_big,►,►,,,,,false,,,
Ayutla-112_small-1,61051528509-717-0,Ayutla,112_small,►,►,,,,,false,,,
Ayutla-114_short-1,61051528509-722-0,Ayutla,114_short,►,►,,,,,false,,,
Ayutla-115_thick-1,61051528509-735-0,Ayutla,115_thick,►,►,,,,,false,,,
Ayutla-116_thin-1,61051528509-736-0,Ayutla,116_thin,►,►,,,,,false,,,
Ayutla-117_narrow-1,61051528509-737-0,Ayutla,117_narrow,►,►,,,,,false,,,
Ayutla-121_shyashamed-1,61051528509-749-0,Ayutla,121_shyashamed,►,►,,,,,false,,,
Ayutla-122_old-1,61051528509-752-0,Ayutla,122_old,►,►,,,,,false,,,
Ayutla-123_painfulsick-1,61051528509-763-0,Ayutla,123_painfulsick,►,►,,,,,false,,,
Ayutla-124_good-1,61051528509-771-0,Ayutla,124_good,►,►,,,,,false,,,
Ayutla-125_bad-1,61051528509-772-0,Ayutla,125_bad,►,►,,,,,false,,,
Ayutla-126_correcttrue-1,61051528509-773-0,Ayutla,126_correcttrue,►,►,,,,,false,,,
Ayutla-127_dirty-1,61051528509-777-0,Ayutla,127_dirty,►,►,,,,,false,,,
Ayutla-129_all-1,61051528509-782-0,Ayutla,129_all,►,►,,,,,false,,,
Ayutla-130_heavy-1,61051528509-786-0,Ayutla,130_heavy,►,►,,,,,false,,,
Ayutla-131_far-1,61051528509-788-0,Ayutla,131_far,►,►,,,,,false,,,
Ayutla-132_near-1,61051528509-789-0,Ayutla,132_near,►,►,,,,,false,,,
Ayutla-133_warm-1,61051528509-791-0,Ayutla,133_warm,►,►,,,,,false,,,
Ayutla-134_cold-1,61051528509-792-0,Ayutla,134_cold,►,►,,,,,false,,,
Ayutla-135_dry-1,61051528509-793-0,Ayutla,135_dry,►,►,,,,,false,,,
Ayutla-136_wet-1,61051528509-794-0,Ayutla,136_wet,►,►,,,,,false,,,
Ayutla-137_new-1,61051528509-798-0,Ayutla,137_new,►,►,,,,,false,,,
Ayutla-138_other-1,61051528509-799-0,Ayutla,138_other,►,►,,,,,false,,,
Ayutla-139_come-1,61051528509-802-0,Ayutla,139_come,►,►,,,,,false,,,
Ayutla-140_walk-1,61051528509-803-0,Ayutla,140_walk,►,►,,,,,false,,,
Ayutla-142_stand-1,61051528509-811-0,Ayutla,142_stand,►,►,,,,,false,,,
Ayutla-143_sit-1,61051528509-812-0,Ayutla,143_sit,►,►,,,,,false,,,
Ayutla-144_fall-1,61051528509-813-0,Ayutla,144_fall,►,►,,,,,false,,,
Ayutla-145_liedown-1,61051528509-814-0,Ayutla,145_liedown,►,►,,,,,false,,,
Ayutla-146_turn-1,61051528509-815-0,Ayutla,146_turn,►,►,,,,,false,,,
Ayutla-147_climb-1,61051528509-818-0,Ayutla,147_climb,►,►,,,,,false,,,
Ayutla-148_swim-1,61051528509-821-0,Ayutla,148_swim,►,►,,,,,false,,,
Ayutla-149_flyverb-1,61051528509-822-0,Ayutla,149_flyverb,►,►,,,,,false,,,
Ayutla-150_throw-1,61051528509-826-0,Ayutla,150_throw,►,►,,,,,false,,,
Ayutla-151_hide-1,61051528509-827-0,Ayutla,151_hide,►,►,,,,,false,,,
Ayutla-153_eat-1,61051528509-831-0,Ayutla,153_eat,►,►,,,,,false,,,
Ayutla-154_drink-1,61051528509-832-0,Ayutla,154_drink,►,►,,,,,false,,,
Ayutla-156_suck-1,61051528509-834-0,Ayutla,156_suck,►,►,,,,,false,,,
Ayutla-158_spit-1,61051528509-837-0,Ayutla,158_spit,►,►,,,,,false,,,
Ayutla-159_dream-1,61051528509-840-0,Ayutla,159_dream,►,►,,,,,false,,,
Ayutla-160_sleep-1,61051528509-841-0,Ayutla,160_sleep,►,►,,,,,false,,,
Ayutla-161_live-1,61051528509-842-0,Ayutla,161_live,►,►,,,,,false,,,
Ayutla-162_die-1,61051528509-843-0,Ayutla,162_die,►,►,,,,,false,,,
Ayutla-163_kill-1,61051528509-844-0,Ayutla,163_kill,►,►,,,,,false,,,
Ayutla-164_see-1,61051528509-851-0,Ayutla,164_see,►,►,,,,,false,,,
Ayutla-165_hear-1,61051528509-852-0,Ayutla,165_hear,►,►,,,,,false,,,
Ayutla-166_sniffsmell-1,61051528509-854-0,Ayutla,166_sniffsmell,►,►,,,,,false,,,
Ayutla-167_know-1,61051528509-855-0,Ayutla,167_know,►,►,,,,,false,,,
Ayutla-168_think-1,61051528509-856-0,Ayutla,168_think,►,►,,,,,false,,,
Ayutla-169_laugh-1,61051528509-858-0,Ayutla,169_laugh,►,►,,,,,false,,,
Ayutla-170_cry-1,61051528509-859-0,Ayutla,170_cry,►,►,,,,,false,,,
Ayutla-171_blow-1,61051528509-867-0,Ayutla,171_blow,►,►,,,,,false,,,
Ayutla-174_sew-1,61051528509-874-0,Ayutla,174_sew,►,►,,,,,false,,,
Ayutla-176_hit-1,61051528509-881-0,Ayutla,176_hit,►,►,,,,,false,,,
Ayutla-177_cut-1,61051528509-887-0,Ayutla,177_cut,►,►,,,,,false,,,
Ayutla-178_split-1,61051528509-888-0,Ayutla,178_split,►,►,,,,,false,,,
Ayutla-180_hunt-1,61051528509-892-0,Ayutla,180_hunt,►,►,,,,,false,,,
Ayutla-182_fear-1,61051528509-895-0,Ayutla,182_fear,►,►,,,,,false,,,
Ayutla-183_count-1,61051528509-896-0,Ayutla,183_count,►,►,,,,,false,,,
Ayutla-185_vomit-1,61051528509-900-0,Ayutla,185_vomit,►,►,,,,,false,,,
Ayutla-186_tieup-1,61051528509-901-0,Ayutla,186_tieup,►,►,,,,,false,,,
Ayutla-188_swell-1,61051528509-903-0,Ayutla,188_swell,►,►,,,,,false,,,
Ayutla-189_say-1,61051528509-904-0,Ayutla,189_say,►,►,,,,,false,,,
Ayutla-190_scratch-1,61051528509-905-0,Ayutla,190_scratch,►,►,,,,,false,,,
Ayutla-192_buy-1,61051528509-912-0,Ayutla,192_buy,►,►,,,,,false,,,
Ayutla-193_steal-1,61051528509-913-0,Ayutla,193_steal,►,►,,,,,false,,,
Ayutla-198_work-1,61051528509-950-0,Ayutla,198_work,►,►,,,,,false,,,
Ayutla-199_open-1,61051528509-962-0,Ayutla,199_open,►,►,,,,,false,,,
Tepantlali-1_one-1,61051535509-1-0,Tepantlali,1_one,►,►,,,,,false,,,
Tepantlali-2_two-1,61051535509-2-0,Tepantlali,2_two,►,►,,,,,false,,,
Tepantlali-3_three-1,61051535509-3-0,Tepantlali,3_three,►,►,,,,,false,,,
Tepantlali-4_four-1,61051535509-4-0,Tepantlali,4_four,►,►,,,,,false,,,
Tepantlali-5_year-1,61051535509-51-0,Tepantlali,5_year,►,►,,,,,false,,,
Tepantlali-6_right-1,61051535509-81-0,Tepantlali,6_right,►,►,,,,,false,,,
Tepantlali-7_left-1,61051535509-82-0,Tepantlali,7_left,►,►,,,,,false,,,
Tepantlali-8_i-1,61051535509-101-0,Tepantlali,8_i,►,►,,,,,false,,,
Tepantlali-9_weallexcl-1,61051535509-102-0,Tepantlali,9_weallexcl,►,►,,,,,false,,,
Tepantlali-10_weallincl-1,61051535509-102-3,Tepantlali,10_weallincl,►,►,,,,,false,,,
Tepantlali-11_yousg-1,61051535509-104-0,Tepantlali,11_yousg,►,►,,,,,false,,,
Tepantlali-12_heshe-1,61051535509-106-0,Tepantlali,12_heshe,►,►,,,,,false,,,
Tepantlali-13_theyall-1,61051535509-107-0,Tepantlali,13_theyall,►,►,,,,,false,,,
Tepantlali-14_nonot-1,61051535509-112-0,Tepantlali,14_nonot,►,►,,,,,false,,,
Tepantlali-15_what-1,61051535509-121-0,Tepantlali,15_what,►,►,,,,,false,,,
Tepantlali-16_who-1,61051535509-122-0,Tepantlali,16_who,►,►,,,,,false,,,
Tepantlali-17_where-1,61051535509-123-0,Tepantlali,17_where,►,►,,,,,false,,,
Tepantlali-18_when-1,61051535509-124-0,Tepantlali,18_when,►,►,,,,,false,,,
Tepantlali-19_how-1,61051535509-125-0,Tepantlali,19_how,►,►,,,,,false,,,
Tepantlali-20_this-1,61051535509-131-0,Tepantlali,20_this,►,►,,,,,false,,,
Tepantlali-21_that-1,61051535509-132-0,Tepantlali,21_that,►,►,,,,,false,,,
Tepantlali-23_above-1,61051535509-138-0,Tepantlali,23_above,►,►,,,,,false,,,
Tepantlali-24_below-1,61051535509-139-0,Tepantlali,24_below,►,►,,,,,false,,,
Tepantlali-25_ininside-1,61051535509-141-0,Tepantlali,25_ininside,►,►,,,,,false,,,
Tepantlali-26_at-1,61051535509-148-0,Tepantlali,26_at,►,►,,,,,false,,,
Tepantlali-27_head-1,61051535509-201-0,Tepantlali,27_head,►,►,,,,,false,,,
Tepantlali-28_hair-1,61051535509-205-0,Tepantlali,28_hair,►,►,,,,,false,,,
