ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Variant_Of
Protomixezoque-47_dog-1,60002000000-312-0,Protomixezoque,47_dog,ʔuku,ʔuku,,,Wichmann1995,,false,,,
Protomixezoque-48_bird-1,60002000000-321-0,Protomixezoque,48_bird,hon,hon,,,Wichmann1995,,false,,,
Protomixezoque-49_fish-1,60002000000-324-0,Protomixezoque,49_fish,ʔaksa,ʔaksa,,,Wichmann1995,,false,,,
Protomixezoque-52_louse-1,60002000000-343-0,Protomixezoque,52_louse,ʔaːwat,ʔaːwat,,,Wichmann1995,,false,,,
Protomixezoque-53_rat-1,60002000000-345-0,Protomixezoque,53_rat,tsuːk,tsuːk,,,Wichmann1995,,false,,,
Protomixezoque-55_mosquito-1,60002000000-352-0,Protomixezoque,55_mosquito,ʔuːsu,ʔuːsu,,,Wichmann1995,,false,,,
Protomixezoque-55_mosquito-2,60002000000-352-0,Protomixezoque,55_mosquito,ʔuːsuk,ʔuːsuk,,,Wichmann1995,,false,,,Protomixezoque-55_mosquito-1
Protomixezoque-55_mosquito-3,60002000000-352-0,Protomixezoque,55_mosquito,heːhe,heːhe,,,Wichmann1995,,false,,,
Protomixezoque-59_feather-1,60002000000-385-0,Protomixezoque,59_feather,pïk,pïk,,,Wichmann1995,,false,,,
Protomixezoque-60_person-1,60002000000-401-0,Protomixezoque,60_person,hajá,hajá,,,Wichmann1995,,false,,,
Protomixezoque-60_person-2,60002000000-401-0,Protomixezoque,60_person,hajáw,hajáw,,,Wichmann1995,,false,,,Protomixezoque-60_person-1
Protomixezoque-61_man-1,60002000000-402-0,Protomixezoque,61_man,hajá,hajá,,,Wichmann1995,,false,,,
Protomixezoque-61_man-2,60002000000-402-0,Protomixezoque,61_man,hajáw,hajáw,,,Wichmann1995,,false,,,Protomixezoque-61_man-1
Protomixezoque-63_child-1,60002000000-405-0,Protomixezoque,63_child,ʔunV,ʔunV,,,Wichmann1995,,false,,,
Protomixezoque-63_child-2,60002000000-405-0,Protomixezoque,63_child,ʔunVk,ʔunVk,,,Wichmann1995,,false,,,Protomixezoque-63_child-1
Protomixezoque-64_name-1,60002000000-410-0,Protomixezoque,64_name,sïw,sïw,,,Wichmann1995,,false,,,
Protomixezoque-70_night-1,60002000000-502-0,Protomixezoque,70_night,tsuːʔ,tsuːʔ,,,Wichmann1995,,false,,,
Protomixezoque-71_moon-1,60002000000-512-0,Protomixezoque,71_moon,pojʔa,pojʔa,,,Wichmann1995,,false,,,
Protomixezoque-72_star-1,60002000000-513-0,Protomixezoque,72_star,maːtsaʔk,maːtsaʔk,,,Wichmann1995,,false,,,
Protomixezoque-72_star-2,60002000000-513-0,Protomixezoque,72_star,maːtsaʔak,maːtsaʔak,,,Wichmann1995,,false,,,Protomixezoque-72_star-1
Protomixezoque-73_sky-1,60002000000-515-0,Protomixezoque,73_sky,tsap,tsap,,,Wichmann1995,,false,,,
Protomixezoque-73_sky-2,60002000000-515-0,Protomixezoque,73_sky,tsap-hï,tsap-hï,,,Wichmann1995,,false,,,Protomixezoque-73_sky-1
Protomixezoque-74_water-1,60002000000-521-0,Protomixezoque,74_water,nïːʔ,nïːʔ,,,Wichmann1995,,false,,,
Protomixezoque-76_sea-1,60002000000-524-0,Protomixezoque,76_sea,meja,meja,,,Wichmann1995,,false,,,
Protomixezoque-76_sea-2,60002000000-524-0,Protomixezoque,76_sea,mehja,mehja,,,Wichmann1995,,false,,,Protomixezoque-76_sea-1
Protomixezoque-77_fire-1,60002000000-541-0,Protomixezoque,77_fire,hukʔ-ut,hukʔ-ut,,,Wichmann1995,,false,,,
Protomixezoque-78_smoke-1,60002000000-542-0,Protomixezoque,78_smoke,hoko,hoko,,,Wichmann1995,,false,,,
Protomixezoque-79_ash-1,60002000000-543-0,Protomixezoque,79_ash,kuj-ham,kuj-ham,,,Wichmann1995,,false,,,
Protomixezoque-80_stone-1,60002000000-551-0,Protomixezoque,80_stone,tsaːʔ,tsaːʔ,,,Wichmann1995,,false,,,
Protomixezoque-81_earthsoil-1,60002000000-552-0,Protomixezoque,81_earthsoil,naːs,naːs,,,Wichmann1995,,false,,,
Protomixezoque-84_rain-1,60002000000-581-0,Protomixezoque,84_rain,tuːh,tuːh,,,Wichmann1995,,false,,,
Protomixezoque-90_meatflesh-1,60002000000-603-0,Protomixezoque,90_meatflesh,tsuʔts,tsuʔts,,,Wichmann1995,,false,,,
Protomixezoque-90_meatflesh-2,60002000000-603-0,Protomixezoque,90_meatflesh,sisi,sisi,,,Wichmann1995,,false,,,Protomixezoque-90_meatflesh-1
Protomixezoque-90_meatflesh-3,60002000000-603-0,Protomixezoque,90_meatflesh,sis,sis,,,Wichmann1995,,false,,,Protomixezoque-90_meatflesh-1
Protomixezoque-91_salt-1,60002000000-604-0,Protomixezoque,91_salt,kaːna,kaːna,,,Wichmann1995,,false,,,
Protomixezoque-93_fruit-1,60002000000-609-0,Protomixezoque,93_fruit,tïm,tïm,,,Wichmann1995,,false,,,
Protomixezoque-97_leaf-1,60002000000-626-0,Protomixezoque,97_leaf,ʔaj,ʔaj,,,Wichmann1995,,false,,,
Protomixezoque-98_wood-1,60002000000-628-0,Protomixezoque,98_wood,kuj,kuj,,,Wichmann1995,,false,,,
Protomixezoque-98_wood-2,60002000000-628-0,Protomixezoque,98_wood,kïpi,kïpi,,,Wichmann1995,,false,,,
Protomixezoque-100_flower-1,60002000000-632-0,Protomixezoque,100_flower,pïhi,pïhi,,,Wichmann1995,,false,,,
Protomixezoque-100_flower-2,60002000000-632-0,Protomixezoque,100_flower,pïhik,pïhik,,,Wichmann1995,,false,,,Protomixezoque-100_flower-1
Protomixezoque-102_house-1,60002000000-651-0,Protomixezoque,102_house,tïk,tïk,,,Wichmann1995,,false,,,
Protomixezoque-103_rope-1,60002000000-662-0,Protomixezoque,103_rope,tsaj,tsaj,,,Wichmann1995,,false,,,
Protomixezoque-105_roadpath-1,60002000000-681-0,Protomixezoque,105_roadpath,tuːʔ-ʔaw,tuːʔ-ʔaw,,,Wichmann1995,,false,,,
Protomixezoque-106_black-1,60002000000-701-0,Protomixezoque,106_black,jïk,jïk,,,Wichmann1995,,false,,,
Protomixezoque-106_black-2,60002000000-701-0,Protomixezoque,106_black,jïkït,jïkït,,,Wichmann1995,,false,,,Protomixezoque-106_black-1
Protomixezoque-107_white-1,60002000000-702-0,Protomixezoque,107_white,poːpʔoʔ,poːpʔoʔ,,,Wichmann1995,,false,,,
Protomixezoque-108_red-1,60002000000-703-0,Protomixezoque,108_red,tsapats,tsapats,,,Wichmann1995,,false,,,
Protomixezoque-109_green-1,60002000000-704-0,Protomixezoque,109_green,tsus,tsus,,,Wichmann1995,,false,,,
Protomixezoque-109_green-2,60002000000-704-0,Protomixezoque,109_green,tsusu,tsusu,,,Wichmann1995,,false,,,Protomixezoque-109_green-1
Protomixezoque-109_green-3,60002000000-704-0,Protomixezoque,109_green,tsusuk,tsusuk,,,Wichmann1995,,false,,,Protomixezoque-109_green-1
Protomixezoque-110_yellow-1,60002000000-705-0,Protomixezoque,110_yellow,puʔts,puʔts,,,Wichmann1995,,false,,,
Protomixezoque-110_yellow-2,60002000000-705-0,Protomixezoque,110_yellow,puʔtsV,puʔtsV,,,Wichmann1995,,false,,,Protomixezoque-110_yellow-1
Protomixezoque-112_small-1,60002000000-717-0,Protomixezoque,112_small,mutsVC,mutsVC,,,Wichmann1995,,false,,,
Protomixezoque-113_long-1,60002000000-721-0,Protomixezoque,113_long,pïhi,pïhi,,,Wichmann1995,,false,,,
Protomixezoque-113_long-2,60002000000-721-0,Protomixezoque,113_long,pïhik,pïhik,,,Wichmann1995,,false,,,Protomixezoque-113_long-1
Protomixezoque-117_narrow-1,60002000000-737-0,Protomixezoque,117_narrow,kahi,kahi,,,Wichmann1995,,false,,,
Protomixezoque-119_sharp-1,60002000000-741-0,Protomixezoque,119_sharp,meːhʔ,meːhʔ,,,Wichmann1995,,false,,,
Protomixezoque-123_painfulsick-1,60002000000-763-0,Protomixezoque,123_painfulsick,toːʔj-a,toːʔj-a,,,Wichmann1995,,false,,,
Protomixezoque-124_good-1,60002000000-771-0,Protomixezoque,124_good,ʔojV,ʔojV,,,Wichmann1995,,false,,,
Protomixezoque-128_rotten-1,60002000000-780-0,Protomixezoque,128_rotten,puːtsʔ,puːtsʔ,,,Wichmann1995,,false,,,
Protomixezoque-129_all-1,60002000000-782-0,Protomixezoque,129_all,mumu,mumu,,,Wichmann1995,,false,,,
Protomixezoque-130_heavy-1,60002000000-786-0,Protomixezoque,130_heavy,hemets,hemets,,,Wichmann1995,,false,,,
Protomixezoque-134_cold-1,60002000000-792-0,Protomixezoque,134_cold,pakVk,pakVk,,,Wichmann1995,,false,,,
Protomixezoque-135_dry-1,60002000000-793-0,Protomixezoque,135_dry,tïːts,tïːts,,,Wichmann1995,,false,,,
Protomixezoque-137_new-1,60002000000-798-0,Protomixezoque,137_new,home,home,,,Wichmann1995,,false,,,
Protomixezoque-140_walk-1,60002000000-803-0,Protomixezoque,140_walk,joʔj,joʔj,,,Wichmann1995,,false,,,
Protomixezoque-142_stand-1,60002000000-811-0,Protomixezoque,142_stand,tenaj,tenaj,,,Wichmann1995,,false,,,
Protomixezoque-143_sit-1,60002000000-812-0,Protomixezoque,143_sit,tsïːnaj,tsïːnaj,,,Wichmann1995,,false,,,
Protomixezoque-148_swim-1,60002000000-821-0,Protomixezoque,148_swim,jun,jun,,,Wichmann1995,,false,,,
Protomixezoque-149_flyverb-1,60002000000-822-0,Protomixezoque,149_flyverb,keːkʔ,keːkʔ,,,Wichmann1995,,false,,,
Protomixezoque-154_drink-1,60002000000-832-0,Protomixezoque,154_drink,ʔuːʔk,ʔuːʔk,,,Wichmann1995,,false,,,
Protomixezoque-155_bite-1,60002000000-833-0,Protomixezoque,155_bite,kïːʔs,kïːʔs,,,Wichmann1995,,false,,,
Protomixezoque-156_suck-1,60002000000-834-0,Protomixezoque,156_suck,tsuʔts,tsuʔts,,,Wichmann1995,,false,,,
Protomixezoque-158_spit-1,60002000000-837-0,Protomixezoque,158_spit,tsuh,tsuh,,,Wichmann1995,,false,,,
Protomixezoque-160_sleep-1,60002000000-841-0,Protomixezoque,160_sleep,maːhʔ,maːhʔ,,,Wichmann1995,,false,,,
Protomixezoque-164_see-1,60002000000-851-0,Protomixezoque,164_see,ʔis,ʔis,,,Wichmann1995,,false,,,
Protomixezoque-165_hear-1,60002000000-852-0,Protomixezoque,165_hear,matow,matow,,,Wichmann1995,,false,,,
Protomixezoque-169_laugh-1,60002000000-858-0,Protomixezoque,169_laugh,siːkʔ,siːkʔ,,,Wichmann1995,,false,,,
Protomixezoque-171_blow-1,60002000000-867-0,Protomixezoque,171_blow,poh,poh,,,Wichmann1995,,false,,,
Protomixezoque-172_burn-1,60002000000-868-0,Protomixezoque,172_burn,toj,toj,,,Wichmann1995,,false,,,
Protomixezoque-174_sew-1,60002000000-874-0,Protomixezoque,174_sew,naʔk,naʔk,,,Wichmann1995,,false,,,
Protomixezoque-174_sew-2,60002000000-874-0,Protomixezoque,174_sew,suj,suj,,,Wichmann1995,,false,,,
Protomixezoque-177_cut-1,60002000000-887-0,Protomixezoque,177_cut,tsuks,tsuks,,,Wichmann1995,,false,,,
Protomixezoque-179_dig-1,60002000000-889-0,Protomixezoque,179_dig,tah,tah,,,Wichmann1995,,false,,,
Protomixezoque-180_hunt-1,60002000000-892-0,Protomixezoque,180_hunt,tuh,tuh,,,Wichmann1995,,false,,,
Protomixezoque-185_vomit-1,60002000000-900-0,Protomixezoque,185_vomit,ʔïːʔts,ʔïːʔts,,,Wichmann1995,,false,,,
Protomixezoque-187_squeeze-1,60002000000-902-0,Protomixezoque,187_squeeze,mïːʔks,mïːʔks,,,Wichmann1995,,false,,,
Protomixezoque-190_scratch-1,60002000000-905-0,Protomixezoque,190_scratch,tsuks,tsuks,,,Wichmann1995,,false,,,
Protomixezoque-191_stab-1,60002000000-906-0,Protomixezoque,191_stab,kum,kum,,,Wichmann1995,,false,,,
Protomixezoque-193_steal-1,60002000000-913-0,Protomixezoque,193_steal,meːʔts,meːʔts,,,Wichmann1995,,false,,,
Protomixezoque-195_plant-1,60002000000-918-0,Protomixezoque,195_plant,niːp,niːp,,,Wichmann1995,,false,,,
Protomixezoque-197_shoot-1,60002000000-940-0,Protomixezoque,197_shoot,tïp,tïp,,,Wichmann1995,,false,,,
Protomixe-6_right-1,61002000000-81-0,Protomixe,6_right,ʔoj-in,ʔoj-in,,,Wichmann1995,,false,,,
Protomixe-10_weallincl-1,61002000000-102-3,Protomixe,10_weallincl,ʔïːtsi-at,ʔïːtsi-at,,,Wichmann1995,,false,,,
Protomixe-23_above-1,61002000000-138-0,Protomixe,23_above,juk-mï,juk-mï,,,Wichmann1995,,false,,,
Protomixe-35_hand-1,61002000000-231-0,Protomixe,35_hand,kïʔ,kïʔ,,,Wichmann1995,,false,,,
Protomixe-39_leg-1,61002000000-252-0,Protomixe,39_leg,huʔ-pak,huʔ-pak,,,Wichmann1995,,false,,,
Protomixe-44_intestines-1,61002000000-272-0,Protomixe,44_intestines,tihn-tsaj,tihn-tsaj,,,Wichmann1995,,false,,,
Protomixe-46_liver-1,61002000000-284-0,Protomixe,46_liver,hoːht,hoːht,,,Wichmann1995,,false,,,
Protomixe-47_dog-1,61002000000-312-0,Protomixe,47_dog,ʔuku,ʔuku,,,Wichmann1995,,false,,,
Protomixe-49_fish-1,61002000000-324-0,Protomixe,49_fish,ʔakʃa,ʔakʃa,,,Wichmann1995,,false,,,
Protomixe-50_snake-1,61002000000-341-0,Protomixe,50_snake,tsaːnaj,tsaːnaj,,,Wichmann1995,,false,,,
Protomixe-50_snake-2,61002000000-341-0,Protomixe,50_snake,tsaːʔnaj,tsaːʔnaj,,,Wichmann1995,,false,,,Protomixe-50_snake-1
Protomixe-56_egg-1,61002000000-381-0,Protomixe,56_egg,tuʔt-i,tuʔt-i,,,Wichmann1995,,false,,,
Protomixe-56_egg-2,61002000000-381-0,Protomixe,56_egg,tuʔt-ik,tuʔt-ik,,,Wichmann1995,,false,,,Protomixe-56_egg-1
Protomixe-58_wing-1,61002000000-384-0,Protomixe,58_wing,keːk-an,keːk-an,,,Wichmann1995,,false,,,
Protomixe-66_father-1,61002000000-432-0,Protomixe,66_father,teːtE,teːtE,,,Wichmann1995,,false,,,
Protomixe-67_husband-1,61002000000-435-0,Protomixe,67_husband,nï-jaʔwe,nï-jaʔwe,,,Wichmann1995,,false,,,
Protomixe-77_fire-1,61002000000-541-0,Protomixe,77_fire,hïhn,hïhn,,,Wichmann1995,,false,,,
Protomixe-82_dust-1,61002000000-553-0,Protomixe,82_dust,puʔʃu,puʔʃu,,,Wichmann1995,,false,,,
Protomixe-82_dust-2,61002000000-553-0,Protomixe,82_dust,puʔʃum,puʔʃum,,,Wichmann1995,,false,,,Protomixe-82_dust-1
Protomixe-83_sand-1,61002000000-554-0,Protomixe,83_sand,puʔ,puʔ,,,Wichmann1995,,false,,,
Protomixe-88_thunder-1,61002000000-592-0,Protomixe,88_thunder,ʔan-i-waj,ʔan-i-waj,,,Wichmann1995,,false,,,
Protomixe-92_fatgrease-1,61002000000-606-0,Protomixe,92_fatgrease,ʔona,ʔona,,,Wichmann1995,,false,,,
Protomixe-95_root-1,61002000000-624-0,Protomixe,95_root,tiktsik,tiktsik,,,Wichmann1995,,false,,,
Protomixe-101_thatchroof-1,61002000000-633-0,Protomixe,101_thatchroof,mïhj,mïhj,,,Wichmann1995,,false,,,
Protomixe-114_short-1,61002000000-722-0,Protomixe,114_short,naːhʃ-pi,naːhʃ-pi,,,Wichmann1995,,false,,,
Protomixe-114_short-2,61002000000-722-0,Protomixe,114_short,naːhʃ-pik,naːhʃ-pik,,,Wichmann1995,,false,,,Protomixe-114_short-1
Protomixe-115_thick-1,61002000000-735-0,Protomixe,115_thick,mapʃi,mapʃi,,,Wichmann1995,,false,,,
Protomixe-115_thick-2,61002000000-735-0,Protomixe,115_thick,mapʃin,mapʃin,,,Wichmann1995,,false,,,Protomixe-115_thick-1
Protomixe-116_thin-1,61002000000-736-0,Protomixe,116_thin,pehaj,pehaj,,,Wichmann1995,,false,,,
Protomixe-121_shyashamed-1,61002000000-749-0,Protomixe,121_shyashamed,tsoʔj,tsoʔj,,,Wichmann1995,,false,,,
Protomixe-121_shyashamed-2,61002000000-749-0,Protomixe,121_shyashamed,tsoʔʲ-tuːn,tsoʔʲ-tuːn,,,Wichmann1995,,false,,,Protomixe-121_shyashamed-1
Protomixe-123_painfulsick-1,61002000000-763-0,Protomixe,123_painfulsick,pïk,pïk,,,Wichmann1995,,false,,,
Protomixe-127_dirty-1,61002000000-777-0,Protomixe,127_dirty,aw-ʃïːʔk-ʔïj,aw-ʃïːʔk-ʔïj,,,Wichmann1995,,false,,,
Protomixe-138_other-1,61002000000-799-0,Protomixe,138_other,hatuʔuk,hatuʔuk,,,Wichmann1995,,false,,,
Protomixe-141_grow-1,61002000000-809-0,Protomixe,141_grow,jeːʔk,jeːʔk,,,Wichmann1995,,false,,,
Protomixe-144_fall-1,61002000000-813-0,Protomixe,144_fall,kaʔw,kaʔw,,,Wichmann1995,,false,,,
Protomixe-146_turn-1,61002000000-815-0,Protomixe,146_turn,hup,hup,,,Wichmann1995,,false,,,
Protomixe-147_climb-1,61002000000-818-0,Protomixe,147_climb,pet,pet,,,Wichmann1995,,false,,,
Protomixe-152_chew-1,61002000000-829-0,Protomixe,152_chew,puʔj,puʔj,,,Wichmann1995,,false,,,
Protomixe-153_eat-1,61002000000-831-0,Protomixe,153_eat,kaj,kaj,,,Wichmann1995,,false,,,
Protomixe-156_suck-1,61002000000-834-0,Protomixe,156_suck,tsiʔts,tsiʔts,,,Wichmann1995,,false,,,
Protomixe-161_live-1,61002000000-842-0,Protomixe,161_live,hutVk,hutVk,,,Wichmann1995,,false,,,
Protomixe-162_die-1,61002000000-843-0,Protomixe,162_die,ʔoːʔk,ʔoːʔk,,,Wichmann1995,,false,,,
Protomixe-163_kill-1,61002000000-844-0,Protomixe,163_kill,jak-ʔoːʔk,jak-ʔoːʔk,,,Wichmann1995,,false,,,
Protomixe-170_cry-1,61002000000-859-0,Protomixe,170_cry,jaːʃ - jaʔʃ,jaːʃ - jaʔʃ,,,Wichmann1995,,false,,,
Protomixe-175_pound-1,61002000000-880-0,Protomixe,175_pound,hïts,hïts,,,Wichmann1995,,false,,,
Protomixe-176_hit-1,61002000000-881-0,Protomixe,176_hit,wop,wop,,,Wichmann1995,,false,,,
Protomixe-179_dig-1,61002000000-889-0,Protomixe,179_dig,jum,jum,,,Wichmann1995,,false,,,
Protomixe-182_fear-1,61002000000-895-0,Protomixe,182_fear,tsïʔk-ʔʒj,tsïʔk-ʔʒj,,,Wichmann1995,,false,,,
Protomixe-184_breathe-1,61002000000-897-0,Protomixe,184_breathe,ʃeh,ʃeh,,,Wichmann1995,,false,,,
Protomixe-186_tieup-1,61002000000-901-0,Protomixe,186_tieup,tih,tih,,,Wichmann1995,,false,,,
Protomixe-188_swell-1,61002000000-903-0,Protomixe,188_swell,timam,timam,,,Wichmann1995,,false,,,
Ocotepec-1_one-1,61051255509-1-0,Ocotepec,1_one,►,►,,,,,false,,,
Ocotepec-2_two-1,61051255509-2-0,Ocotepec,2_two,►,►,,,,,false,,,
Ocotepec-3_three-1,61051255509-3-0,Ocotepec,3_three,►,►,,,,,false,,,
Ocotepec-4_four-1,61051255509-4-0,Ocotepec,4_four,►,►,,,,,false,,,
Ocotepec-5_year-1,61051255509-51-0,Ocotepec,5_year,►,►,,,,,false,,,
Ocotepec-6_right-1,61051255509-81-0,Ocotepec,6_right,►,►,,,,,false,,,
Ocotepec-7_left-1,61051255509-82-0,Ocotepec,7_left,►,►,,,,,false,,,
Ocotepec-8_i-1,61051255509-101-0,Ocotepec,8_i,►,►,,,,,false,,,
Ocotepec-10_weallincl-1,61051255509-102-3,Ocotepec,10_weallincl,►,►,,,,,false,,,
Ocotepec-11_yousg-1,61051255509-104-0,Ocotepec,11_yousg,►,►,,,,,false,,,
Ocotepec-12_heshe-1,61051255509-106-0,Ocotepec,12_heshe,►,►,,,,,false,,,
Ocotepec-13_theyall-1,61051255509-107-0,Ocotepec,13_theyall,►,►,,,,,false,,,
Ocotepec-15_what-1,61051255509-121-0,Ocotepec,15_what,►,►,,,,,false,,,
Ocotepec-16_who-1,61051255509-122-0,Ocotepec,16_who,►,►,,,,,false,,,
Ocotepec-17_where-1,61051255509-123-0,Ocotepec,17_where,►,►,,,,,false,,,
Ocotepec-18_when-1,61051255509-124-0,Ocotepec,18_when,►,►,,,,,false,,,
Ocotepec-19_how-1,61051255509-125-0,Ocotepec,19_how,►,►,,,,,false,,,
Ocotepec-20_this-1,61051255509-131-0,Ocotepec,20_this,►,►,,,,,false,,,
Ocotepec-21_that-1,61051255509-132-0,Ocotepec,21_that,►,►,,,,,false,,,
Ocotepec-22_and-1,61051255509-134-0,Ocotepec,22_and,►,►,,,,,false,,,
Ocotepec-23_above-1,61051255509-138-0,Ocotepec,23_above,►,►,,,,,false,,,
Ocotepec-24_below-1,61051255509-139-0,Ocotepec,24_below,►,►,,,,,false,,,
Ocotepec-25_ininside-1,61051255509-141-0,Ocotepec,25_ininside,►,►,,,,,false,,,
Ocotepec-26_at-1,61051255509-148-0,Ocotepec,26_at,►,►,,,,,false,,,
Ocotepec-27_head-1,61051255509-201-0,Ocotepec,27_head,►,►,,,,,false,,,
Ocotepec-28_hair-1,61051255509-205-0,Ocotepec,28_hair,►,►,,,,,false,,,
Ocotepec-29_eye-1,61051255509-211-0,Ocotepec,29_eye,►,►,,,,,false,,,
Ocotepec-30_nose-1,61051255509-212-0,Ocotepec,30_nose,►,►,,,,,false,,,
Ocotepec-31_ear-1,61051255509-213-0,Ocotepec,31_ear,►,►,,,,,false,,,
Ocotepec-32_mouth-1,61051255509-221-0,Ocotepec,32_mouth,►,►,,,,,false,,,
Ocotepec-33_tongue-1,61051255509-223-0,Ocotepec,33_tongue,►,►,,,,,false,,,
Ocotepec-34_tooth-1,61051255509-224-0,Ocotepec,34_tooth,►,►,,,,,false,,,
Ocotepec-35_hand-1,61051255509-231-0,Ocotepec,35_hand,►,►,,,,,false,,,
Ocotepec-36_shoulder-1,61051255509-233-0,Ocotepec,36_shoulder,►,►,,,,,false,,,
Ocotepec-37_neck-1,61051255509-241-0,Ocotepec,37_neck,►,►,,,,,false,,,
Ocotepec-38_back-1,61051255509-242-0,Ocotepec,38_back,►,►,,,,,false,,,
Ocotepec-39_leg-1,61051255509-252-0,Ocotepec,39_leg,►,►,,,,,false,,,
Ocotepec-40_blood-1,61051255509-261-0,Ocotepec,40_blood,►,►,,,,,false,,,
Ocotepec-41_bone-1,61051255509-262-0,Ocotepec,41_bone,►,►,,,,,false,,,
Ocotepec-42_skin-1,61051255509-263-0,Ocotepec,42_skin,►,►,,,,,false,,,
Ocotepec-43_belly-1,61051255509-271-0,Ocotepec,43_belly,►,►,,,,,false,,,
Ocotepec-44_intestines-1,61051255509-272-0,Ocotepec,44_intestines,►,►,,,,,false,,,
Ocotepec-45_breast-1,61051255509-274-0,Ocotepec,45_breast,►,►,,,,,false,,,
Ocotepec-46_liver-1,61051255509-284-0,Ocotepec,46_liver,►,►,,,,,false,,,
Ocotepec-47_dog-1,61051255509-312-0,Ocotepec,47_dog,►,►,,,,,false,,,
Ocotepec-48_bird-1,61051255509-321-0,Ocotepec,48_bird,►,►,,,,,false,,,
